Combined training loss at step 500: 1.6619 
Combined training loss at step 1000: 1.4662 
Training accuracy on task 1 over epoch 1: 0.4843 
Training accuracy on task 2 over epoch 1: 0.8347 
Validation accuracy on task 1 over epoch 1: 0.5010
Validation accuracy on task 2 over epoch 1: 0.9236
Time taken for epoch 1: 457.35s

Combined training loss at step 500: 1.1495 
Combined training loss at step 1000: 1.2942 
Training accuracy on task 1 over epoch 2: 0.5088 
Training accuracy on task 2 over epoch 2: 0.9456 
Validation accuracy on task 1 over epoch 2: 0.5009
Validation accuracy on task 2 over epoch 2: 0.9297
Time taken for epoch 2: 453.94s

Combined training loss at step 500: 1.1150 
Combined training loss at step 1000: 1.1479 
Training accuracy on task 1 over epoch 3: 0.5265 
Training accuracy on task 2 over epoch 3: 0.9592 
Validation accuracy on task 1 over epoch 3: 0.4140
Validation accuracy on task 2 over epoch 3: 0.9556
Time taken for epoch 3: 446.70s

Combined training loss at step 500: 1.0395 
Combined training loss at step 1000: 1.0908 
Training accuracy on task 1 over epoch 4: 0.5412 
Training accuracy on task 2 over epoch 4: 0.9652 
Validation accuracy on task 1 over epoch 4: 0.3920
Validation accuracy on task 2 over epoch 4: 0.9442
Time taken for epoch 4: 452.85s

Combined training loss at step 500: 1.1076 
Combined training loss at step 1000: 1.0972 
Training accuracy on task 1 over epoch 5: 0.5528 
Training accuracy on task 2 over epoch 5: 0.9688 
Validation accuracy on task 1 over epoch 5: 0.4899
Validation accuracy on task 2 over epoch 5: 0.9641
Time taken for epoch 5: 455.46s

Combined training loss at step 500: 1.0571 
Combined training loss at step 1000: 1.0244 
Training accuracy on task 1 over epoch 6: 0.5606 
Training accuracy on task 2 over epoch 6: 0.9709 
Validation accuracy on task 1 over epoch 6: 0.5443
Validation accuracy on task 2 over epoch 6: 0.9702
Time taken for epoch 6: 449.87s

Combined training loss at step 500: 0.9888 
Combined training loss at step 1000: 0.9550 
Training accuracy on task 1 over epoch 7: 0.5654 
Training accuracy on task 2 over epoch 7: 0.9732 
Validation accuracy on task 1 over epoch 7: 0.5742
Validation accuracy on task 2 over epoch 7: 0.9729
Time taken for epoch 7: 452.58s

Combined training loss at step 500: 0.9918 
Combined training loss at step 1000: 0.9285 
Training accuracy on task 1 over epoch 8: 0.5734 
Training accuracy on task 2 over epoch 8: 0.9745 
Validation accuracy on task 1 over epoch 8: 0.5831
Validation accuracy on task 2 over epoch 8: 0.9753
Time taken for epoch 8: 450.98s

Combined training loss at step 500: 0.9445 
Combined training loss at step 1000: 0.9751 
Training accuracy on task 1 over epoch 9: 0.5754 
Training accuracy on task 2 over epoch 9: 0.9757 
Validation accuracy on task 1 over epoch 9: 0.5851
Validation accuracy on task 2 over epoch 9: 0.9752
Time taken for epoch 9: 453.37s

Combined training loss at step 500: 0.9397 
Combined training loss at step 1000: 0.9323 
Training accuracy on task 1 over epoch 10: 0.5812 
Training accuracy on task 2 over epoch 10: 0.9764 
Validation accuracy on task 1 over epoch 10: 0.5887
Validation accuracy on task 2 over epoch 10: 0.9773
Time taken for epoch 10: 442.72s

